victim;gang;date;Victim Country;Victim sectors;NumberN/AofN/Aemployees;Sales;Ransom Currency;Ransom Paid
sogebank;lockbit3;6/10/2023;Haiti;Financial;;;;
International Presence Ltd ed;ragnarlocker;6/10/2023;Usa;Financial;;;;
For UNOB;monti;6/10/2023;Czech republic;Education;;;;
(SALE) District Of Columbia Elections;ransomedvc;6/10/2023;Usa;Public;;;;
NTT Docomo;ransomedvc;6/10/2023;Japan;Technology;;;;
Agència Catalana de Notícies (ACN);medusalocker;6/10/2023;Spain;Service;;;;
eemotors;lockbit3;6/10/2023;Usa;Industrial;;;;
tatatelebusiness;lockbit3;6/10/2023;Spain;Service;;;;
sinedieadvisor;lockbit3;6/10/2023;Spain;Technology;;;;
litung.tw;lockbit3;6/10/2023;Taiwan;Service;;;;
picosoft.biz;lockbit3;6/10/2023;Tunesia;Technology;;;;
bm.co.th;lockbit3;6/10/2023;Thailand;Construction;;;;
coteexpertequipements;lockbit3;6/10/2023;Canada;Industrial;;;;
Granger Medical Clinic;noescape;6/10/2023;Usa;Healthcare;;;;
grangermedical;noescape;6/10/2023;Usa;Healthcare;;;;
Camara Municipal de Gondomar;rhysida;6/10/2023;Portugal;Public;;;;
sirva;lockbit3;5/10/2023;Usa;Technology;;;;
Low Keng Huat (Singapore) Limited;bianlian;5/10/2023;Singapore;Hospitality;;;;
;bianlian;5/10/2023;Usa;;;;;
Growers Express;bianlian;5/10/2023;Usa;Hospitality;;;;
RICOR Global Limited;cactus;5/10/2023;Uk;Industrial;;;;
Cornerstone Projects Group;cactus;5/10/2023;Usa;Industrial;;;;
Learning Partnership West ed;ragnarlocker;5/10/2023;Uk;Education;;;;
Terwilliger Land Survey Engineers;akira;5/10/2023;Usa;Service;;;;
breastpumps;noescape;5/10/2023;Usa;Energy;;;;
Healthcarey Baby Essentials Inc;noescape;5/10/2023;Usa;Healthcare;;;;
DiTRONICS Financial Services;qilin;4/10/2023;Usa;Financial;;;;
suncoastchc;lockbit3;4/10/2023;Usa;Public;;;;
Meridian Cooperative;blackbyte;4/10/2023;Usa;Technology;;;;
Roof Management;play;4/10/2023;Usa;Financial;;;;
Cinepolis USA;play;4/10/2023;Usa;Media;;;;
Filtration Control;play;4/10/2023;Uk;Industrial;;;;
Security Instrument;play;4/10/2023;Usa;Service;;;;
CHARMANT Group;play;4/10/2023;Uk;Industrial;;;;
Stavanger Municipality;play;4/10/2023;Norway;Public;;;;
Gruskin Group;akira;4/10/2023;Usa;Industrial;;;;
McLaren Healthcare Care Corporation;alphv;4/10/2023;Usa;Healthcare;;;;
ED! Motel One;alphv;4/10/2023;Germany;Hospitality;;;;
US Liner Company & American Made ;0mega;4/10/2023;Usa;Industrial;;;;
General Directorate of Migration of the Dominican Republic;rhysida;4/10/2023;Dominican republic;Public;;;;
University of Defence;monti;3/10/2023;Czech republic;Education;;;;
MD LOGISTICS;moneymessage;3/10/2023;Usa;Transportation;;;;
Toscana Promozione;moneymessage;3/10/2023;Italy;Hospitality;;;;
Maxco Supply;moneymessage;3/10/2023;Usa;Industrial;;;;
Somagic;medusalocker;3/10/2023;France;Industrial;;;;
Groupe Fructa Partner ed;ragnarlocker;3/10/2023;France;Hospitality;;;;
The One Group;alphv;3/10/2023;Uk;Retail;;;;
aicsacorp;lockbit3;3/10/2023;Guatemala;Service;;;;
co.rock.wi;cuba;3/10/2023;Usa;Healthcare;;;;
GDL LogÃ­stica Integrada S.A;knight;3/10/2023;Brazil;Transportation;;;;
Sabian Inc;8base;3/10/2023;Canada;Industrial;;;;
Ted Pella Inc.;8base;3/10/2023;Usa;Technology;;;;
Measuresoft;mallox;3/10/2023;Ireland;Technology;;;;
colsan.edu.mx;noescape;3/10/2023;Mexico;Education;;;;
sefag.hu;noescape;3/10/2023;Hungary;Public;;;;
BELLSONICA CORPORATION;noescape;3/10/2023;Japan;Technology;;;;
SEFAG Zrt;noescape;3/10/2023;Hungary;Hospitality;;;;
El Colegio De San Luis;noescape;3/10/2023;Mexico;Education;;;;
bellsonica.co.jp;noescape;3/10/2023;Japan;Industrial;;;;
Aare Pharmacy;lorenz;2/10/2023;Ireland;Industrial;;;;
Pain Care;alphv;2/10/2023;Usa;Healthcare;;;;
;bianlian;2/10/2023;;;;;;
Pasouk biological company;arvin club;2/10/2023;Iran;Industrial;;;;
Karam Chand Thapar &amp Bros Coal Sales;medusalocker;2/10/2023;India;Education;;;;
Windak;medusalocker;2/10/2023;Estonia;Industrial;;;;
Karam Chand Thapar & Bros Coal Sales;medusalocker;2/10/2023;India;Transportation;;;;
Kirkholm MaskiningeniÃ¸rer;mallox;2/10/2023;Denmark;Service;;;;
Federal University of Mato Grosso do Sul;rhysida;2/10/2023;Brazil;Education;;;;
tayloredservices;lockbit3;1/10/2023;Usa;Transportation;;;;
raeburns.co;lockbit3;1/10/2023;Uk;Consumer;;;;
thermae.nl;lockbit3;1/10/2023;Netherlands;Hospitality;;;;
erga;lockbit3;1/10/2023;Lebanon;Industrial;;;;
laspesainfamiglia.coop;lockbit3;1/10/2023;Italy;Retail;;;;
fcps1;lockbit3;1/10/2023;Usa;Education;;;;
ckgroup.tw;lockbit3;1/10/2023;Taiwan;Construction;;;;
Rainbow Travel Service;monti;1/10/2023;Usa;Hospitality;;;;
Cascade Family Dental;monti;1/10/2023;Usa;Healthcare;;;;
Shirin Travel Agency;arvin club;1/10/2023;Iran;Hospitality;;;;
Aria Care Partners;trigona;1/10/2023;Usa;Healthcare;;;;
Flamingo Holland;trigona;1/10/2023;Usa;Transportation;;;;
Quest International;trigona;1/10/2023;Usa;Industrial;;;;
Grupo Boreal;trigona;1/10/2023;Argentina;Healthcare;;;;
Portesa;trigona;1/10/2023;Spain;Industrial;;;;
questinc;trigona;1/10/2023;Usa;Service;;;;
Arga Medicali;alphv;1/10/2023;Italy;Healthcare;;;;
Network Pacific Real Estate;ragnarlocker;30/9/2023;Australia;Construction;;;;
Astre ed;ragnarlocker;30/9/2023;France;Transportation;;;;
Motel One;alphv;30/9/2023;Germany;Hospitality;;;;
MNGI Digestive Healthcare (TIME IS UP);alphv;30/9/2023;Usa;Healthcare;;;;
mclaren Healthcare care;alphv;29/9/2023;Usa;Healthcare;;;;
palaciodosleiloes;lockbit3;29/9/2023;Brazil;Energy;;;;
solveindustrial;lockbit3;29/9/2023;Usa;Industrial;;;;
Garn Mason Orthodontics;knight;29/9/2023;Usa;Service;;;;
Belzona UK Ltd;metaencryptor;29/9/2023;Uk;Industrial;;;;
Andalusia Group;alphv;29/9/2023;Saudi arabia;Healthcare;;;;
Vertical Development;akira;29/9/2023;Usa;Industrial;;;;
MNGI Digestive Healthcare;alphv;29/9/2023;Usa;Healthcare;;;;
C.F. Service and Supply;8base;29/9/2023;Usa;Service;;;;
Kona Equity;8base;29/9/2023;Usa;Service;;;;
C.F. Service & Supply;8base;29/9/2023;Usa;Technology;;;;
!!!WARNING!!!;alphv;28/9/2023;Usa;;;;;
Kessler Collins;play;28/9/2023;Usa;Service;;;;
Terralogic;play;28/9/2023;Usa;Technology;;;;
Van Eck Transport;play;28/9/2023;Netherlands;Transportation;;;;
BAMO;play;28/9/2023;Usa;Industrial;;;;
Amanzi Marble & Granite;play;28/9/2023;Usa;Construction;;;;
Webb Landscape;play;28/9/2023;Usa;Service;;;;
Robuck Homes;play;28/9/2023;Usa;Construction;;;;
Jacobson;play;28/9/2023;Usa;Construction;;;;
Plumbase;play;28/9/2023;Uk;Retail;;;;
fdf;lockbit3;28/9/2023;Uk;Hospitality;;;;
Wexas;play;28/9/2023;Uk;Entertainment;;;;
rexgroup.co;lockbit3;28/9/2023;Uk;Construction;;;;
ezpaybuildings.net;lockbit3;28/9/2023;Usa;Financial;;;;
Jacobsen Construction;ransom;28/9/2023;Usa;Construction;;;;
simmonsequip;threeam;28/9/2023;Usa;Industrial;;;;
Hochschule Furtwangen University;alphv;28/9/2023;Germany;Education;;;;
Kentie Systeemtechniek BV;noescape;28/9/2023;Netherlands;Industrial;;;;
kentie.nl;noescape;28/9/2023;Netherlands;Media;;;;
Notel;8base;28/9/2023;Poland;Technology;;;;
Civic San Diego;akira;27/9/2023;Usa;Public;;;;
UTC Overseas;cactus;27/9/2023;Usa;Transportation;;;;
Unitex Textile Rental Services;cactus;27/9/2023;Usa;Healthcare;;;;
The Polish AmericanAssociation;akira;27/9/2023;Usa;Public;;;;
scara.fr;noescape;27/9/2023;France;Hospitality;;;;
MuenzEngineered Sales;8base;27/9/2023;Usa;Industrial;;;;
LANDSTAR POWER ONTARIO INC;medusalocker;27/9/2023;Canada;Transportation;;;;
Acoustic Center;medusalocker;27/9/2023;Italy;Healthcare;;;;
Scara;noescape;26/9/2023;France;Hospitality;;;;
CannonDesign;dunghill_leak;26/9/2023;Usa;Industrial;;;;
Robins & Morton;dunghill_leak;26/9/2023;Usa;Construction;;;;
Siamese Asset;qilin;26/9/2023;Thailand;Hospitality;;;;
GoAhead Group;dunghill_leak;26/9/2023;Uk;Transportation;;;;
Roper & Vertafore;dunghill_leak;26/9/2023;Usa;Financial;;;;
GCserv;alphv;26/9/2023;Usa;Financial;;;;
Astro Lighting;cactus;26/9/2023;Uk;Energy;;;;
Orthum Bau;cactus;26/9/2023;Germany;Construction;;;;
Ropertech & Vertafore;dunghill_leak;26/9/2023;Usa;Financial;;;;
Woody Anderson Ford;alphv;26/9/2023;Usa;Industrial;;;;
Nordic Security Services;alphv;26/9/2023;Usa;Service;;;;
Istituto Prosperius;rhysida;26/9/2023;Italy;Healthcare;;;;
Prestige Care;alphv;26/9/2023;Usa;Healthcare;;;;
BestPack Packaging;alphv;26/9/2023;Usa;Service;;;;
Saint Mark Catholic Church;bianlian;26/9/2023;Usa;Public;;;;
;bianlian;26/9/2023;Usa;Service;;;;
;bianlian;26/9/2023;Usa;Service;;;;
;bianlian;26/9/2023;Usa;Service;;;;
;bianlian;26/9/2023;Usa;Healthcare;;;;
Kramer Tree Specialists;bianlian;26/9/2023;Usa;Hospitality;;;;
;bianlian;26/9/2023;Usa;;;;;
Foundation Professionals of Florida;losttrust;26/9/2023;Usa;Service;;;;
Carnelutti Law Firm;losttrust;26/9/2023;Italy;Service;;;;
Asia Vegetable;losttrust;26/9/2023;Usa;Hospitality;;;;
Gateseven Media Group;losttrust;26/9/2023;Canada;Communication;;;;
Swann's Furniture & Design;losttrust;26/9/2023;Usa;Hospitality;;;;
Double V Construction;losttrust;26/9/2023;Uk;Construction;;;;
Garlick & Markison;losttrust;26/9/2023;Usa;Service;;;;
Center Township Trustee;losttrust;26/9/2023;Usa;Public;;;;
EWBizservice;losttrust;26/9/2023;Usa;Financial;;;;
I&Y Senior Care;losttrust;26/9/2023;Usa;Service;;;;
Contraband Control Specialists;losttrust;26/9/2023;Usa;Service;;;;
Gordon Law Firm;losttrust;26/9/2023;Usa;Service;;;;
GI Medical Services;losttrust;26/9/2023;Usa;Healthcare;;;;
THEATER LEAGUE INC;losttrust;26/9/2023;Usa;Entertainment;;;;
Colors Dress;losttrust;26/9/2023;Usa;Consumer;;;;
Ambrosini Holding;losttrust;26/9/2023;Italy;Industrial;;;;
EnCom Polymers;losttrust;26/9/2023;Usa;Industrial;;;;
Johnson Boiler Works;losttrust;26/9/2023;Usa;Service;;;;
Carmocal;losttrust;26/9/2023;Argentina;Transportation;;;;
Marlboro Township Public School;losttrust;26/9/2023;Usa;Education;;;;
Gold Coin Restaurant;losttrust;26/9/2023;Usa;Retail;;;;
Cullum Services;losttrust;26/9/2023;Usa;Construction;;;;
Immanuel Christian School;losttrust;26/9/2023;Canada;Education;;;;
Central Trenching;losttrust;26/9/2023;Usa;Technology;;;;
Mexican Government;losttrust;26/9/2023;Mexico;Public;;;;
Professional Moving Company Mackie Group;losttrust;26/9/2023;Usa;Transportation;;;;
The WorkPlace;losttrust;26/9/2023;Usa;Service;;;;
Specialty Process Equipment;losttrust;26/9/2023;Usa;Energy;;;;
Paradise Custom Kitchens;losttrust;26/9/2023;Usa;Hospitality;;;;
Omniatel;losttrust;26/9/2023;Italy;Financial;;;;
Ananda Temple;losttrust;26/9/2023;Usa;Entertainment;;;;
Reload SPA;losttrust;26/9/2023;Italy;Technology;;;;
LoopLoc;losttrust;26/9/2023;Usa;Service;;;;
Liberty Lines;losttrust;26/9/2023;Usa;Transportation;;;;
Leiblein & Kollegen Steuerberatungsgesellschaft;losttrust;26/9/2023;Germany;Financial;;;;
Key Construction;losttrust;26/9/2023;Usa;Construction;;;;
JSM Group;losttrust;26/9/2023;Uk;Service;;;;
Jersey College;losttrust;26/9/2023;Usa;Education;;;;
SPEC Engineering;losttrust;26/9/2023;Usa;Service;;;;
Alexander City;losttrust;26/9/2023;Usa;Public;;;;
SydganCorp;losttrust;26/9/2023;Usa;Retail;;;;
Glassline;losttrust;26/9/2023;Usa;Industrial;;;;
Bit;losttrust;26/9/2023;Argentina;Technology;;;;
Brown and Streza;losttrust;26/9/2023;Usa;Service;;;;
TORMAX;losttrust;26/9/2023;Switzerland;Industrial;;;;
Ferguson Wellman;losttrust;26/9/2023;Usa;Financial;;;;
Morgan School District;losttrust;26/9/2023;Usa;Education;;;;
Merced City School District;losttrust;26/9/2023;Usa;Education;;;;
Oasys Technologies;losttrust;26/9/2023;Usa;Technology;;;;
Hoosier Uplands Economic Development;losttrust;26/9/2023;Usa;Healthcare;;;;
Procab;losttrust;26/9/2023;Sweden;Technology;;;;
Popovici Niu Stoica & Asociaii;losttrust;26/9/2023;Romania;Service;;;;
Arazoza Brothers;losttrust;26/9/2023;Usa;Service;;;;
WEBBER RESTAURANT GROUP;8base;26/9/2023;Usa;Retail;;;;
Pond Security;alphv;26/9/2023;Germany;Service;;;;
SUD TRADING COMPANY;8base;26/9/2023;France;Financial;;;;
Waterloo Media;noescape;26/9/2023;Usa;Media;;;;
waterloomedia;noescape;26/9/2023;Usa;Media;;;;
powerhousenow;noescape;26/9/2023;Usa;Service;;;;
Powerhouse Retail Services ;noescape;26/9/2023;Usa;Service;;;;
zzcoldstores;alphv;25/9/2023;Netherlands;Energy;;;;
ZZColdstores;alphv;25/9/2023;Netherlands;Service;;;;
NTT Docomo Japan 1st Mobile Operator;ransomedvc;25/9/2023;Japan;Technology;;;;
Nusmiles Hospital;knight;25/9/2023;Usa;Healthcare;;;;
Stratesys Full;ragnarlocker;25/9/2023;Portugal;Technology;;;;
Ministry Of Financial (Kuwait);rhysida;25/9/2023;Kuwait;Public;;;;
Praxis Arndt und Langer;8base;25/9/2023;Germany;Healthcare;;;;
PRETZELSTOUFFER;alphv;25/9/2023;Usa;Service;;;;
mango.bg;ransomedvc;25/9/2023;Bulgaria;Consumer;;;;
J.T. Cullen Co.;8base;25/9/2023;Usa;Industrial;;;;
Springer Eubank;8base;25/9/2023;Usa;Energy;;;;
ebag.bg;ransomedvc;25/9/2023;Bulgaria;Hospitality;;;;
popolo.bg;ransomedvc;25/9/2023;Bulgaria;Consumer;;;;
andrews.bg;ransomedvc;25/9/2023;Bulgaria;Consumer;;;;
ardes.bg;ransomedvc;24/9/2023;Bulgaria;Technology;;;;
myshoes.bg;ransomedvc;24/9/2023;Bulgaria;Consumer;;;;
MNGI Digestive Healthcare2;alphv;24/9/2023;Usa;Hospitality;;;;
SONY;ransomedvc;24/9/2023;Japan;Technology;;;;
altmanplants;lockbit3;24/9/2023;Usa;Hospitality;;;;
Leekes Ltd;noescape;24/9/2023;Uk;Consumer;;;;
leekes.co;noescape;24/9/2023;Uk;Consumer;;;;
ecco.bg;ransomedvc;24/9/2023;Bulgaria;Consumer;;;;
districtshoes.bg;ransomedvc;24/9/2023;Bulgaria;Consumer;;;;
footshop.bg;ransomedvc;24/9/2023;Bulgaria;Consumer;;;;
bnm.bg;ransomedvc;24/9/2023;Bulgaria;Industrial;;;;
Soprovise;ciphbit;14/9/2023;France;Hospitality;;;;
RSV Centrale Bvba;ciphbit;14/9/2023;Belgium;Service;;;;
Imperador S.R.L;ciphbit;14/9/2023;Moldova;Retail;;;;
Harmonic Accounting;ciphbit;14/9/2023;Canada;Financial;;;;
Shelly Engineering Metal Work;ciphbit;14/9/2023;Uk;Industrial;;;;
Waterford Retirement Residence;ciphbit;14/9/2023;Canada;Hospitality;;;;
Marston Domsel;ciphbit;16/9/2023;Germany;Industrial;;;;
TransTerra;ciphbit;16/9/2023;Poland;Transportation;;;;
epson;stormous;24/9/2023;Spain;Technology;;;;
Punto.bg;ransomedvc;24/9/2023;Bulgaria;Consumer;;;;
arelion;ransomedvc;23/9/2023;Sweden;Technology;;;;
Clarion is the most dangerous electronics to use that can cause you to be;alphv;23/9/2023;Japan;Industrial;;;;
bprproperties;noescape;23/9/2023;Usa;Transportation;;;;
BPR Properties ;noescape;23/9/2023;Usa;Industrial;;;;
Franktronics;medusalocker;23/9/2023;Usa;Technology;;;;
Philippine Healthcare Insurance;medusalocker;23/9/2023;Philippines;Service;;;;
F Hinds;bianlian;23/9/2023;Uk;Consumer;;;;
FabricATE Engineering;8base;23/9/2023;Turkey;Service;;;;
The Envelope Works Ltd;8base;23/9/2023;Uk;Service;;;;
Ort Harmelin College of Engineering;rhysida;23/9/2023;Israel;Service;;;;
interep;stormous;22/9/2023;Brazil;Industrial;;;;
SMW;clop;22/9/2023;Usa;Technology;;;;
precisionpractice;lockbit3;22/9/2023;Usa;Financial;;;;
marshallindtech;lockbit3;22/9/2023;Usa;Technology;;;;
SAGAM Groupe;alphv;22/9/2023;France;Hospitality;;;;
CLX Logistics;akira;22/9/2023;Usa;Transportation;;;;
Indonesia Terkoneksi;BrainCipher;1/7/2024;Indonesia;Public;;;;
Pik Rite;alphv;22/9/2023;Usa;Industrial;;;;
Progressive Leasing;alphv;22/9/2023;Usa;Industrial;;;;
COMECA Group;ragnarlocker;22/9/2023;France;Industrial;;;;
Skatax Accounting company;ragnarlocker;22/9/2023;Uk;Financial;;;;
pelmorex;lockbit3;22/9/2023;Canada;Media;;;;
Carlo Ditta;alphv;22/9/2023;Usa;Media;;;;
Yusen Logistics;alphv;22/9/2023;Usa;Transportation;;;;
Retail House Full;ragnarlocker;22/9/2023;Uk;Retail;;;;
fitech;threeam;22/9/2023;Usa;Industrial;;;;
haciendazorita;threeam;22/9/2023;Spain;Service;;;;
Yakima Valley Radiology;karakurt;22/9/2023;Usa;Healthcare;;;;
Hospice of Huntington;karakurt;22/9/2023;Usa;Healthcare;;;;
Holon Institute of Technology;rhysida;22/9/2023;Israel;Technology;;;;
neuraxpharm;threeam;22/9/2023;Spain;Healthcare;;;;
PainCare;alphv;22/9/2023;Usa;Healthcare;;;;
TAOGLAS;alphv;22/9/2023;Usa;Technology;;;;
Auckland University of Technology;monti;21/9/2023;New zealand;Education;;;;
Mole Valley Farmers;alphv;21/9/2023;Uk;Hospitality;;;;
ruko;alphv;21/9/2023;Germany;Industrial;;;;
Unique Engineering;alphv;21/9/2023;Thailand;Construction;;;;
Cosal;alphv;21/9/2023;Angola;Energy;;;;
ende.co.ao;alphv;21/9/2023;Angola;Service;;;;
Arail;alphv;21/9/2023;Saudi arabia;Construction;;;;
Announcement: Stratesys solutions going to b;ragnarlocker;21/9/2023;Portugal;Technology;;;;
Road Safety;bianlian;21/9/2023;Usa;Construction;;;;
;bianlian;21/9/2023;Usa;Technology;;;;
Smartfren Telecom;bianlian;21/9/2023;Indonesia;Technology;;;;
Air Canada;bianlian;21/9/2023;Canada;Transportation;;;;
DM Civil;cactus;21/9/2023;Australia;Construction;;;;
Hawkins Delafield Wood;ransomhouse;21/9/2023;Usa;Financial;;;;
NOVEXCO;alphv;21/9/2023;Canada;Retail;;;;
Radley and Co;ransomhouse;21/9/2023;Uk;Consumer;;;;
messner;lockbit3;20/9/2023;Usa;Service;;;;
Chait;medusalocker;20/9/2023;Usa;Industrial;;;;
Küng Ag Bern;noescape;20/9/2023;Switzerland;Consumer;;;;
KoolAir Inc;noescape;20/9/2023;Canada;Technology;;;;
IKP;noescape;20/9/2023;Austria;Entertainment;;;;
Gulf American Lines;medusalocker;20/9/2023;Usa;Transportation;;;;
compassinc;lockbit3;20/9/2023;Usa;Transportation;;;;
constantinecannon;lockbit3;20/9/2023;Usa;Service;;;;
bauscherhepp;lockbit3;20/9/2023;Usa;Service;;;;
hwwealth;lockbit3;20/9/2023;Usa;Research;;;;
Leoch Battery;ransom;20/9/2023;China;Technology;;;;
Federal Labor Relations Authority;ransom;20/9/2023;Usa;Public;;;;
ENTRUST Solutions Group;ransom;20/9/2023;Usa;Technology;;;;
Spuncast;cactus;20/9/2023;Usa;Industrial;;;;
Bacon Universal;cactus;20/9/2023;Usa;Service;;;;
kuengbern.ch;noescape;20/9/2023;Switzerland;Energy;;;;
payrollselectservices;lockbit3;20/9/2023;Usa;Service;;;;
portesa/en;trigona;20/9/2023;Spain;Industrial;;;;
Al Ashram Contracting;alphv;20/9/2023;United arab emirates;Construction;;;;
University Obrany Press Release;monti;19/9/2023;Czech republic;Education;;;;
fersan.tr;lockbit3;19/9/2023;Turkey;Hospitality;;;;
Announcement: Groupe Fructa Partner will be ed soon;ragnarlocker;19/9/2023;France;Consumer;;;;
American University of Antigua;alphv;19/9/2023;Usa;Education;;;;
Gossler;donutleaks;19/9/2023;Germany;Entertainment;;;;
Agilitas IT Solutions Limited;donutleaks;19/9/2023;Uk;Technology;;;;
Peacock Bros;cactus;19/9/2023;Australia;Technology;;;;
Hacketts printing services;knight;19/9/2023;Ireland;Technology;;;;
Florida Department of Veterans Affairs;snatch;18/9/2023;Usa;Public;;;;
CITIZEN company;ragnarlocker;18/9/2023;Uk;Energy;;;;
Florida Department of Veterans' Affairs;snatch;18/9/2023;Usa;Public;;;;
ZILLI;snatch;18/9/2023;France;Consumer;;;;
CEFCO;snatch;18/9/2023;Usa;Energy;;;;
TSC;play;18/9/2023;Usa;Technology;;;;
RTA;play;18/9/2023;Usa;Technology;;;;
Rea Magnet Wire;play;18/9/2023;Usa;Industrial;;;;
First Line;play;18/9/2023;Uk;Industrial;;;;
PASCHAL Werk G Maier;play;18/9/2023;Germany;Industrial;;;;
Elemetal;ransom;18/9/2023;Usa;Energy;;;;
Glovis America;akira;18/9/2023;Usa;Service;;;;
Vucke;play;18/9/2023;Slovakia;Public;;;;
Fuji Seal International;akira;18/9/2023;Usa;Technology;;;;
Hoteles Xcaret;blackbyte;18/9/2023;Mexico;Hospitality;;;;
Agriloja.pt Full;everest;18/9/2023;Portugal;Hospitality;;;;
grupoboreal.ar;trigona;18/9/2023;Argentina;Healthcare;;;;
cucs;noescape;18/9/2023;Usa;Public;;;;
Lopez & Associates Inc;knight;18/9/2023;Usa;Consumer;;;;
Dustin J Will LCC / Dustin J Will Sole MBR;knight;18/9/2023;Usa;Media;;;;
koolairinc;noescape;18/9/2023;Canada;Communication;;;;
Auckland Transport;medusalocker;18/9/2023;New zealand;Transportation;;;;
ikp.at;noescape;18/9/2023;Austria;Entertainment;;;;
Araújo e Policastro Advogados;8base;18/9/2023;Brazil;Service;;;;
Announcement: Retail House;ragnarlocker;17/9/2023;Uk;Entertainment;;;;
Delta Group;8base;17/9/2023;Australia;Hospitality;;;;
scottpartners;lockbit3;16/9/2023;Usa;Industrial;;;;
beamconstruction;lockbit3;16/9/2023;Usa;Construction;;;;
perfectlaw;lockbit3;16/9/2023;Usa;Service;;;;
tuvsud;lockbit3;16/9/2023;Italy;Industrial;;;;
lamaisonmercier;lockbit3;16/9/2023;France;Hospitality;;;;
mehmetceylanyapi.tr;lockbit3;16/9/2023;Turkey;Industrial;;;;
energyinsight.co.za;lockbit3;16/9/2023;South africa;Energy;;;;
tlip2;lockbit3;16/9/2023;Vietnam;Service;;;;
piramidal;lockbit3;16/9/2023;Brazil;Service;;;;
syntech.sg;lockbit3;16/9/2023;Singapore;Industrial;;;;
faithfamilyacademy;lockbit3;16/9/2023;Usa;Education;;;;
dasholding.ae;lockbit3;16/9/2023;United arab emirates;Construction;;;;
ipsenlogistics;lockbit3;16/9/2023;Morocco;Transportation;;;;
gsaenz.mx;lockbit3;16/9/2023;Mexico;Hospitality;;;;
motsaot.co.il;lockbit3;16/9/2023;Israel;Service;;;;
glat.zapweb.co.il;lockbit3;16/9/2023;Israel;Hospitality;;;;
commercialfluidpower;lockbit3;16/9/2023;Usa;Consumer;;;;
neolaser;lockbit3;16/9/2023;Spain;Industrial;;;;
aeroportlleida.cat;lockbit3;16/9/2023;Spain;Transportation;;;;
Financial Decisions;alphv;16/9/2023;Usa;Financial;;;;
gov.la;ransomedvc;15/9/2023;Laos;Public;;;;
Updates: Israel MYMC;ragnarlocker;15/9/2023;Israel;Healthcare;;;;
pelicanwoodcliff;lockbit3;15/9/2023;Usa;Service;;;;
hillsboroughschools;lockbit3;15/9/2023;Usa;Education;;;;
hollandspecial;alphv;15/9/2023;Usa;Retail;;;;
Steelforce;trigona;15/9/2023;Belgium;Retail;;;;
steelforce.eu;trigona;15/9/2023;Belgium;Retail;;;;
visitingphysiciansnetwork;threeam;14/9/2023;Usa;Research;;;;
clearwaterlandscape;threeam;14/9/2023;Usa;Construction;;;;
zeropointorganics;threeam;14/9/2023;Usa;Energy;;;;
intechims;threeam;14/9/2023;Usa;Communication;;;;
pvbfabs;threeam;14/9/2023;Usa;Industrial;;;;
wdgroup.my;threeam;14/9/2023;Malaysia;Technology;;;;
Statement on MGM Resorts International: Setting the record straight;alphv;14/9/2023;Usa;Hospitality;;;;
